ARRAY;INDEX;VALUE;TYPE
NOTIFICATIONS_ALERTS;3;Ci-dessous les repas à venir et les invitations reçues.;1
NOTIFICATIONS_ALERTS;4;Contenu partagé par vos amis;1
NOTIFICATIONS_ALERTS;5;Vos amis ont partagé le contenu ci-dessous avec vous.;1
NOTIFICATIONS_TEXT;0;Nom;0
NOTIFICATIONS_TEXT;1;Date;0
NOTIFICATIONS_TEXT;2;Action;0
NOTIFICATIONS_TEXT;3;Aucune requête en attente;0
NOTIFICATIONS_TEXT;4;Recettes partagées;0
NOTIFICATIONS_TEXT;5;Aucune recette partagée;0
NOTIFICATIONS_TEXT;6;Listes de courses partagées;0
NOTIFICATIONS_TEXT;7;Aucune liste partagée;0
NOTIFICATIONS_TEXT;8;Recette;0
NOTIFICATIONS_TEXT;9;Envoyé par;0
NOTIFICATIONS_TEXT;10;Prochainement;0
NOTIFICATIONS_TEXT;11;Invitations reçues;0
NOTIFICATIONS_TEXT;12;Aucun repas dans les prochains jours;0
NOTIFICATIONS_TEXT;13;Aucune invitation reçue;0
NOTIFICATIONS_TEXT;14;Quoi ?;0
NOTIFICATIONS_TEXT;15;Quand ?;0
NOTIFICATIONS_TEXT;16;Mon statut;0
NOTIFICATIONS_TEXT;17;Date des courses;0
NOTIFICATIONS_TEXT;18;Envoyée par;0
NOTIFICATIONS_TEXT;19;Amis;0
NOTIFICATIONS_TEXT;20;Invitations;0
NOTIFICATIONS_TEXT;21;Partage;0
NUTRITION_ALERTS;0;Aucune information nutritive;1
NUTRITION_CATEGORIES;0;Valeurs essentielles;0
NUTRITION_CATEGORIES;1;Vitamines;0
NUTRITION_CATEGORIES;2;Minéraux;0
NUTRITION_CATEGORIES;3;Autres;0
NUTRITION_VALUES_NAMES;0;Calories;0
NUTRITION_VALUES_NAMES;1;Glucides;0
NUTRITION_VALUES_NAMES;2;Lipides;0
NUTRITION_VALUES_NAMES;3;Protéines;0
NUTRITION_VALUES_NAMES;4;Fibres;0
NUTRITION_VALUES_NAMES;5;B-carotène;0
NUTRITION_VALUES_NAMES;6;Vitamine A;0
NUTRITION_VALUES_NAMES;7;Vitamine B1;0
NUTRITION_VALUES_NAMES;8;Vitamine B2;0
NUTRITION_VALUES_NAMES;9;Vitamine B3;0
NUTRITION_VALUES_NAMES;10;Vitamine B5;0
NUTRITION_VALUES_NAMES;11;Vitamine B6;0
NUTRITION_VALUES_NAMES;12;Vitamine B9;0
NUTRITION_VALUES_NAMES;13;Vitamine B12;0
NUTRITION_VALUES_NAMES;14;Vitamine C;0
NUTRITION_VALUES_NAMES;15;Vitamine D;0
NUTRITION_VALUES_NAMES;16;Vitamine K;0
NUTRITION_VALUES_NAMES;17;Calcium;0
NUTRITION_VALUES_NAMES;18;Cuivre;0
NUTRITION_VALUES_NAMES;19;Fer;0
NUTRITION_VALUES_NAMES;20;Magnésium;0
NUTRITION_VALUES_NAMES;21;Phosphore;0
NUTRITION_VALUES_NAMES;22;Potassium;0
NUTRITION_VALUES_NAMES;23;Sélénium;0
NUTRITION_VALUES_NAMES;24;Sodium;0
NUTRITION_VALUES_NAMES;25;Zinc;0
NUTRITION_VALUES_NAMES;26;Amidon;0
NUTRITION_VALUES_NAMES;27;Caféine;0
NUTRITION_VALUES_NAMES;28;Cholestérol;0
NUTRITION_VALUES_NAMES;29;Lactose;0
NUTRITION_VALUES_NAMES;30;Eau;0
OPTIONS_ALERTS;0;Veuillez sélectionner un aliment parmi les propositions;1
OPTIONS_ALERTS;1;Vos préférences ont été enregistrées.;1
OPTIONS_ALERTS;2;Voulez-vous vraiment supprimer votre avatar actuel ?;1
OPTIONS_ALERTS;3;Un message a été envoyé à votre nouvelle adresse email avec des instructions pour la confirmer. Si vous ne recevez pas ce message d'ici quelques minutes, vérifiez s'il n'a pas été placé dans le courrier indésirable. Votre ancienne adresse reste valide tant que cette confirmation n'a pas été effectuée.;1
OPTIONS_ERRORS;0;Vous avez atteint le nombre maximum de goûts exprimables.;1
OPTIONS_ERRORS;1;Cet aliment a déjà été ajouté à vos goûts.;1
OPTIONS_TEXT;0;ne peut pas être modifié;0
OPTIONS_TEXT;1;cliquez pour changer;0
OPTIONS_TEXT;2;cliquez sur l'icone pour modifier;0
OPTIONS_TEXT;3;dissimulé pour raisons de sécurité;0
OPTIONS_TEXT;4;Paramètres régionaux;0
OPTIONS_TEXT;5;Personnalisez l'interface pour qu'elle réponde parfaitement à vos besoins !;0
OPTIONS_TEXT;6;Activer l'interface rapide (sans effets de transition);0
OPTIONS_TEXT;7;Montrer le panneau;0
OPTIONS_TEXT;8;Sélectionnez ci-dessous les alertes que vous souhaitez recevoir par email.;0
OPTIONS_TEXT;9;Un membre Kookiiz souhaite devenir votre ami.;0
OPTIONS_TEXT;10;Un de vos amis vous invite à un repas.;0
OPTIONS_TEXT;11;Vous avez ajouté une nouvelle recette.;0
OPTIONS_TEXT;12;Mes goûts;0
OPTIONS_TEXT;13;Listez ci-dessous les aliments que vous appréciez particulièrement ou que vous n'aimez pas, afin d'affiner la recherche de recettes.;0
OPTIONS_TEXT;14;Ajouter aux;0
OPTIONS_TEXT;15;aliments détestés;0
OPTIONS_TEXT;16;aliments préférés;0
OPTIONS_TEXT;17;Mes allergies;0
OPTIONS_TEXT;18;Spécifiez ci-dessous les allergies dont vous ou des membres de votre famille souffrez, afin de pouvoir les prendre en compte dans la recherche de recettes.;0
OPTIONS_TITLES;0;Profil;0
OPTIONS_TITLES;1;Interface;0
OPTIONS_TITLES;2;Alimentation;0
PANELS_HEADERS;0;La recette qu'il me faut;0
PANELS_HEADERS;1;Ma boîte à idées;0
PANELS_HEADERS;2;Ingrédients à disposition;0
PANELS_HEADERS;3;Mes listes de courses;0
PANELS_HEADERS;4;Moyenne sur la période;0
PANELS_HEADERS;5;Partager la cuisine;0
PANELS_HEADERS;6;Un chef au hasard;0
PANELS_HEADERS;7;Points en temps réel;0
PANELS_HEADERS;8;Commenter ce contenu;0
PANELS_HEADERS;9;Fournisseur du contenu;0
PANELS_HEADERS;10;La cuisine de A à Z;0
PANELS_HEADERS;11;Personnaliser mon suivi;0
PANELS_HEADERS;12;En savoir plus;0
PANELS_HEADERS;13;Planifier un repas;0
PANELS_HEADERS;14;Découvrir l'auteur;0
PANELS_HEADERS;15;Accès rapide;0
PANELS_HEADERS;16;Donner mon avis;0
PANELS_HEADERS;17;Bonnes affaires;0
PANELS_HELP;0;Ce panneau vous permet de trouver la recette idéale en quelques clics. Recherchez un terme ou spécifiez des critères avancés pour trier les résultats en temps réel.;1
PANELS_HELP;1;Gardez sous la main vos recettes préférées, ainsi que celles que vous avez récemment recherchées, consultées ou ajoutées à votre menu. Pour sauvegarder une recette, il suffit de la glisser sur ce panneau.;1
PANELS_HELP;2;Introduisez ici les ingrédients dont vous disposez déjà, puis recherchez les recettes que vous pouvez réaliser sans aller faire de courses !;1
PANELS_HELP;3;Consultez les ingrédients nécessaires pour le jour de course sélectionné, ainsi que le prix et le poids estimés. Vous pouvez imprimer cette liste directement ou choisir de la compléter et la réorganiser.;1
PANELS_HELP;4;Découvrez les valeurs nutritives pour la période sélectionnée ou la recette actuellement consultée, ainsi que le pourcentage correspondant en besoins journaliers recommandés.;1
PANELS_HELP;5;Recherchez des amis sur Kookiiz pour partagez avec eux vos trouvailles culinaires ou organiser des repas. Pour suggérer une recette à l'un de vos amis, il suffit de la glisser sur son nom !;1
PANELS_HELP;6;Rencontrez les chefs partenaires de la communauté Kookiiz, spécialement sélectionnés pour le plaisir de vos papilles. Découvrez leurs recettes, leur biographie et leurs projets !;1
PANELS_HELP;7;Découvrez le nombre de points WeightWatchers que représentent les recettes que vous consultez, et suivez en temps réel votre consommation quotidienne !;1
PANELS_HELP;8;Ajoutez un commentaire public pour partager vos impressions sur ce contenu avec les autres membres de la communauté, ou sauvez une note privée pour ne pas oublier vos astuces personnelles.;1
PANELS_HELP;9;Découvrez le partenaire de Kookiiz qui a fourni le contenu que vous êtes en train de consulter.;1
PANELS_HELP;10;Un terme que vous ne comprenez pas ? Effectuez une recherche dans le glossaire culinaire ou découvrez les suggestions en relations avec le contenu actuellement visité.;1
PANELS_HELP;11;Adaptez l'affichage nutritionnel à vos besoins en spécifiant votre profil physique, le contenu de votre petit-déjeuner et votre activité sportive, et créez des plats rapides pour affiner votre suivi nutritionnel !;1
PANELS_HELP;12;Parcourez les articles publiés sur Kookiiz pour apprendre de nouvelles techniques culinaires ou entretenir une alimentation saine et équilibrée.;1
PANELS_HELP;13;Créez des invitations pour convier vos amis gastronomes. Cliquez pour éditer les champs, ajoutez des amis et/ou des recettes en les glissant sur la table, puis envoyez l'invitation. C'est aussi simple que ça !;1
PANELS_HELP;14;Découvrez l'auteur de la recette que vous consultez actuellement.;1
PANELS_HELP;15;Accédez rapidement aux différentes sections de l'onglet actuel.;1
PANELS_HELP;16;Aidez-nous à améliorer Kookiiz en nous donnant votre avis sur ses fonctionnalités. Toute l'équipe vous remercie pour votre contribution !;1
PANELS_HELP;17;;1
PANELS_TEXT;0;Cadre supérieur;0
PANELS_TEXT;1;Aide sur ce panneau;0
PANELS_TEXT;2;Flèche haut;0
PANELS_TEXT;3;Cadre inférieur;0
PANELS_TEXT;4;Ouvrir;0
PANELS_TEXT;5;Ouvrir le panneau;0
PANELS_TEXT;6;Fermer;0
PANELS_TEXT;7;Fermer le panneau;0
PANELS_TITLES;0;Recherche;0
PANELS_TITLES;1;Recettes;0
PANELS_TITLES;2;Frigo;0
PANELS_TITLES;3;Achats;0
PANELS_TITLES;4;Nutrition;0
PANELS_TITLES;5;Amis;0
PANELS_TITLES;6;Chefs;0
PANELS_TITLES;7;WeightWatchers;0
PANELS_TITLES;8;Commentaires;0
PANELS_TITLES;9;Partenaire;0
PANELS_TITLES;10;Glossaire;0
PANELS_TITLES;11;Profil santé;0
PANELS_TITLES;12;Articles;0
PANELS_TITLES;13;Invitations;0
PANELS_TITLES;14;Utilisateur;0
PANELS_TITLES;15;Navigation;0
PANELS_TITLES;16;Feedback;0
PANELS_TITLES;17;Offres;0
PANEL_ARTICLES_TEXT;0;Nouveautés;0
PANEL_CHEFS_TEXT;0;Créateur de la recette;0
PANEL_FRIDGE_TEXT;0;Mon ingrédient;0
PANEL_FRIDGE_TEXT;1;Trouver des recettes;0
PANEL_GLOSSARY_TEXT;0;Termes liés à cette recette:;0
PANEL_INVITATIONS_TEXT;0;Titre;0
PANEL_INVITATIONS_TEXT;1;nouvelle invitation;0
PANEL_INVITATIONS_TEXT;2;Lieu;0
PANEL_INVITATIONS_TEXT;3;chez moi;0
PANEL_INVITATIONS_TEXT;4;Date;0
PANEL_INVITATIONS_TEXT;5;Heure;0
PANEL_INVITATIONS_TEXT;6;Message;0
PANEL_INVITATIONS_TEXT;7;Cliquez ici pour éditer le texte de l'invitation;0
PANEL_INVITATIONS_TEXT;8;Menu prévu;0
PANEL_INVITATIONS_TEXT;9;Hôte;0
PANEL_INVITATIONS_TEXT;10;Moi;0
PANEL_NUTRITION_TEXT;0;par personne (% des besoins journaliers);0
PANEL_RECIPES_TEXT;0;Mes favorites;0
PANEL_RECIPES_TEXT;1;De mon menu;0
PANEL_RECIPES_TEXT;2;Consultées récemment;0
PANEL_RECIPES_TEXT;3;Dernière recherche;0
PANEL_RECIPES_TEXT;4;Publier une recette;0
PANEL_RECIPES_TEXT;5;Glissez la recette ici pour l'ajouter à vos favorites;0
PANEL_SEARCH_TEXT;0;Critères de tri;0
PANEL_SEARCH_TEXT;1;Saumon, salade, etc.;0
PANEL_SEARCH_TEXT;2;Recherche;0
PANEL_SEARCH_TEXT;3;stricte;0
PANEL_SEARCH_TEXT;4;flexible;0
PANEL_SEARCH_TEXT;5;Catégorie;0
PANEL_SEARCH_TEXT;6;Origine;0
PANEL_SEARCH_TEXT;7;Parmi mes favorites;0
PANEL_SEARCH_TEXT;8;Faciles;0
PANEL_SEARCH_TEXT;9;Saines;0
PANEL_SEARCH_TEXT;10;A coût modéré;0
PANEL_SEARCH_TEXT;11;Rapides;0
PANEL_SEARCH_TEXT;12;Bien notées;0
PANEL_SEARCH_TEXT;13;De chefs;0
PANEL_SEARCH_TEXT;14;De mon frigo;0
PANEL_SEARCH_TEXT;15;Contenant...;0
PANEL_SEARCH_TEXT;16;De saison;0
PANEL_SEARCH_TEXT;17;Sans aliments détestés;0
PANEL_SEARCH_TEXT;18;Allergies (exclure);0
PANEL_SEARCH_TEXT;19;Végétariennes;0
PANEL_SEARCH_TEXT;20;Avec aliments préférés;0
PASSWORD_ALERTS;0;Veuillez indiquer votre email dans le champ prévu.;1
PASSWORD_ALERTS;1;Un email avec des instructions pour changer de mot de passe a été envoyé à l'adresse;1
PASSWORD_ALERTS;2;Changement du mot de passe;1
PASSWORD_ALERTS;3;Pour changer votre mot de passe, veuillez remplir tous les champs.;1
PASSWORD_ALERTS;4;Le mot de passe a été changé avec succès.;1
PASSWORD_ALERTS;5;Voulez-vous changer le mot de passe du compte correspondant à l'adresse;1
PASSWORD_ERRORS;0;Echec de l'envoi d'un email.;1
PASSWORD_ERRORS;1;L'ancien mot de passe est faux.;1
PASSWORD_ERRORS;2;Les deux mots de passe ne correspondent pas.;1
PASSWORD_ERRORS;3;Le mot de passe choisi est trop court.;1
PASSWORD_ERRORS;4;Le mot de passe choisi est trop long;1
PASSWORD_ERRORS;5;Le nouveau mot de passe est identique à l'ancien.;1
PASSWORD_ERRORS;6;Le changement de mot de passe a échoué.;1
PASSWORD_TEXT;0;Changement de mot de passe;0
PASSWORD_TEXT;1;Veuillez remplir tous les champs.;0
PASSWORD_TEXT;2;Les deux mots de passe ne concordent pas.;0
PASSWORD_TEXT;3;L'email ou le code de sécurité est faux.;0
PASSWORD_TEXT;4;Code de sécurité;0
PASSWORD_TEXT;5;Nouveau mot de passe;0
PASSWORD_TEXT;6;Confirmation;0
PASSWORD_TEXT;7;Changer le mot de passe;0
PASSWORD_TEXT;8;Ancien mot de passe;0
PASSWORD_TEXT;9;Mot de passe oublié ?;0
PICTURES_TEXT;0;Taille maximale;0
PICTURES_TEXT;1;ko;0
PICTURES_TEXT;2;Dimensions optimales;0
PICTURES_TEXT;3;pixels;0
PICTURES_TEXT;4;Image JPEG, GIF ou PNG;0
PICTURES_TEXT;5;Envoi d'une image;0
PICTURES_TEXT;6;"Sélectionnez une photo puis cliquez sur ""envoyer"".";0
PICTURE_ALERTS;0;Vous devez être inscrit pour soumettre une image de recette.;1
PICTURE_ERRORS;0;L'image que vous avez soumise dépasse la taille autorisée.;1
PICTURE_ERRORS;1;L'image que vous avez soumise dépasse la taille autorisée.;1
PICTURE_ERRORS;2;L'image que vous avez soumise dépasse la taille autorisée.;1
PICTURE_ERRORS;3;Erreur lors de l'upload d'image.;1
PICTURE_ERRORS;4;Erreur lors de l'upload d'image.;1
PICTURE_ERRORS;5;Erreur lors de l'upload d'image.;1
PICTURE_ERRORS;6;Erreur lors de l'upload d'image.;1
PICTURE_ERRORS;7;Erreur lors de l'upload d'image.;1
PICTURE_ERRORS;8;Erreur lors de l'upload d'image.;1
PICTURE_ERRORS;9;Erreur lors de l'upload d'image.;1
PICTURE_ERRORS;10;Ce type de fichier n'est pas autorisé.;1
PICTURE_ERRORS;11;Impossible de générer l'image.;1
PICTURE_ERRORS;12;Le type d'image à supprimer n'est pas reconnu.;1
PICTURE_ERRORS;13;L'image à supprimer est introuvable.;1
PICTURE_ERRORS;14;Vous ne disposez pas des autorisations nécessaires pour supprimer cette image.;1
POPUP_TEXT;0;Kookiiz : information;0
POPUP_TEXT;1;Kookiiz : confirmation;0
POPUP_TEXT;2;Kookiiz : chargement;0
QUICKMEALS_ALERTS;0;Aucun repas créé;1
QUICKMEALS_ALERTS;1;Voulez-vous vraiment supprimer ce repas rapide ? Il sera également retiré de votre menu.;1
QUICKMEALS_ALERTS;2;Aucun repas rapide ajouté;1
QUICKMEALS_ERRORS;0;Veuillez spécifier le nom du repas rapide.;1
QUICKMEALS_ERRORS;1;Le nom du repas rapide est trop court.;1
QUICKMEALS_ERRORS;2;Le nom du repas rapide est trop long.;1
QUICKMEALS_ERRORS;3;La sauvegarde du repas rapide a échoué.;1
QUICKMEALS_ERRORS;4;La suppression du repas rapide a échoué.;1
QUICKMEALS_TEXT;0;Création de repas rapides;0
QUICKMEALS_TEXT;1;Vous pouvez créer un plat rapide à partir de ses ingrédients ou de ses valeurs nutritives essentielles (lues sur l'emballage).;0
QUICKMEALS_TEXT;2;Nom du repas rapide;0
QUICKMEALS_TEXT;3;à partir des ingrédients;0
QUICKMEALS_TEXT;4;à partir des valeurs nutritives;0
QUICKMEALS_TEXT;5;Ajoutez des ingrédients à l'aide des champs ci-dessous. Les valeurs nutritives sont calculées automatiquement.;0
QUICKMEALS_TEXT;6;Indiquez ci-dessous les valeurs nutritives que vous connaissez. Les valeurs non précisées ne seront pas prises en compte.;0
RATING_ALERTS;0;Votre vote a été pris en compte !;1
RECIPEFORM_ALERTS;0;La description de cette étape est trop courte.;1
RECIPEFORM_ALERTS;1;La description de cette étape est trop longue.;1
RECIPEFORM_ALERTS;2;Veuillez remplir les champs encadrés de rouge.;1
RECIPEFORM_ALERTS;3;Vous avez atteint le nombre maximum d'étapes de préparation.;1
RECIPEFORM_ALERTS;4;Veuillez inscrire un nom d'ingrédient valide.;1
RECIPEFORM_ALERTS;5;;1
RECIPEFORM_ALERTS;6;Cet ingrédient n'existe pas. Veuillez sélectionner un ingrédient dans la liste des propositions qui apparaissent en cours de frappe.;1
RECIPEFORM_ALERTS;7;La recette;1
RECIPEFORM_ALERTS;8;a été ajoutée avec succès et fait désormais partie de vos favorites !;1
RECIPEFORM_ALERTS;9;;1
RECIPEFORM_ALERTS;10;La communauté Kookiiz vous remercie pour votre précieuse contribution !;1
RECIPEFORM_ALERTS;11;Vous avez choisi de garder cette recette privée. Elle n'apparaîtra donc pas aux autres membres de la communauté.;1
RECIPEFORM_ALERTS;12;Veuillez donner un nom valide à cette recette.;1
RECIPEFORM_ALERTS;13;Veuillez indiquer la durée de préparation.;1
RECIPEFORM_ALERTS;14;Veuillez indiquer la durée de cuisson.;1
RECIPEFORM_ALERTS;15;Veuillez ajouter au moins une étape de préparation.;1
RECIPEFORM_ALERTS;16;Veuillez ajouter au moins ;1
RECIPEFORM_ALERTS;17; ingrédients.;1
RECIPEFORM_ALERTS;18;Souhaitez-vous vraiment effacer tout le contenu de cette recette ?;1
RECIPEFORM_ERRORS;0;L'ajout de la recette a échoué.;1
RECIPEFORM_TEXT;0;Titre de la recette;0
RECIPEFORM_TEXT;1;Supprimer cette étape de préparation;0
RECIPEFORM_TEXT;2;Recette pour;0
RECIPEFORM_TEXT;3;personne(s);0
RECIPEFORM_TEXT;4;Ajouter les étapes de préparation une par une (la numérotation est automatique).;0
RECIPEFORM_TEXT;5;Taper les premières lettres d'un ingrédient et choisir une proposition dans la liste.;0
RECIPEFORM_TEXT;6;Source de la recette;0
RECIPEFORM_TEXT;7;Vous pouvez choisir de rendre cette recette publique et d'en faire profiter tous les membres de la communauté Kookiiz. Sinon, la recette n'apparaîtra que pour vous.;0
RECIPEFORM_TEXT;8;Rendre la recette publique;0
RECIPEFORM_TEXT;9;Une ou plusieurs recette(s) portent un nom similaire.;0
RECIPEFORM_TEXT;10;Cliquez ici pour les consulter.;0
RECIPES_ALERTS;0;Aucune recette;1
RECIPES_ALERTS;1;Le nombre maximum de résultats est atteint. Veuillez affiner votre recherche.;1
RECIPES_ALERTS;2;Souhaitez-vous vraiment indiquer que le contenu de cette recette est inapproprié ?;1
RECIPES_ALERTS;3;Merci d'avoir signalé cette recette. Un administrateur vérifiera son contenu.;1
RECIPES_ALERTS;4;La recette a été ajoutée à vos favorites.;1
RECIPES_ALERTS;5;Veuillez modifier les critères de recherche.;1
RECIPES_ALERTS;6;Vous devez créer un compte pour pouvoir sauvegarder des recettes.;1
RECIPES_ALERTS;7;Traduction d'une recette;1
RECIPES_ALERTS;8;Sélectionnez la langue dans la quelle vous souhaitez traduire la recette;1
RECIPES_ALERTS;9;Veuillez traduire le titre de la recette.;1
RECIPES_ALERTS;10;Veuillez traduire toutes les étapes de préparation.;1
RECIPES_ALERTS;11;Un grand merci pour votre contribution ! La traduction a été enregistrée avec succès. Pour la consulter, changez la langue de l'interface.;1
RECIPES_CATEGORIES;0;Toutes;0
RECIPES_CATEGORIES;1;Plat principal;0
RECIPES_CATEGORIES;2;Entrée;0
RECIPES_CATEGORIES;3;Dessert;0
RECIPES_CATEGORIES;4;Apéritif;0
RECIPES_CATEGORIES;5;Amuse-bouche;0
RECIPES_CATEGORIES;6;Petit-déjeuner;0
RECIPES_CATEGORIES;7;Cocktail;0
RECIPES_CATEGORIES;8;Autre;0
RECIPES_CATEGORIES;9;Accompagnement;0
RECIPES_CATEGORIES;10;Sauce;0
RECIPES_CRITERIA_NAMES;0;Facile;0
RECIPES_CRITERIA_NAMES;1;Saine;0
RECIPES_CRITERIA_NAMES;2;A coût modéré;0
RECIPES_CRITERIA_NAMES;3;Rapide;0
RECIPES_CRITERIA_NAMES;4;Bien notée;0
RECIPES_CRITERIA_NAMES;5;De saison;0
RECIPES_CRITERIA_NAMES;6;Végétarienne;0
RECIPES_ERRORS;0;La recette n'existe pas.;1
RECIPES_ERRORS;1;La recette a déjà une illustration.;1
RECIPES_ERRORS;2;La sauvegarde de la traduction a échoué.;1
RECIPES_LEVELS;0;Débutant;0
RECIPES_LEVELS;1;Amateur;0
RECIPES_LEVELS;2;Expérimenté;0
RECIPES_LEVELS;3;Grand chef;0
RECIPES_ORIGINS;0;Toutes;0
RECIPES_ORIGINS;1;Traditionnelle;0
RECIPES_ORIGINS;2;Française;0
RECIPES_ORIGINS;3;Suisse;0
RECIPES_ORIGINS;4;Italienne;0
RECIPES_ORIGINS;5;Asiatique;0
RECIPES_ORIGINS;6;Mexicaine;0
RECIPES_ORIGINS;7;Anglo-saxonne;0
RECIPES_SEARCH_TEXT;0;recherche;1
RECIPES_SEARCH_TEXT;1;parmi mes favorites;1
RECIPES_SEARCH_TEXT;2;saines;1
RECIPES_SEARCH_TEXT;3;à coût modéré;1
RECIPES_SEARCH_TEXT;4;faciles;1
RECIPES_SEARCH_TEXT;5;rapides;1
RECIPES_SEARCH_TEXT;6;bien notées;1
RECIPES_SEARCH_TEXT;7;imaginées par un chef;1
RECIPES_SEARCH_TEXT;8;imaginées par ;1
RECIPES_SEARCH_TEXT;9;contenu de mon frigo;1
RECIPES_SEARCH_TEXT;10;ingrédients de saison;1
RECIPES_SEARCH_TEXT;11;sans aliments que je déteste;1
RECIPES_SEARCH_TEXT;12;stricte;1
RECIPES_SEARCH_TEXT;13;flexible;1
RECIPES_SEARCH_TEXT;14;allergies;1
RECIPES_SEARCH_TEXT;15;aucun;1
RECIPES_SEARCH_TEXT;16;aucune;1
RECIPES_SEARCH_TEXT;17;avec le terme;1
RECIPES_SEARCH_TEXT;18;végétariennes;1
RECIPES_SEARCH_TEXT;19;avec aliments que je préfère;1
RECIPES_SEARCH_TEXT;20;Critères de recherche;1
RECIPES_SORTING;0;ordre alphabétique;0
RECIPES_SORTING;1;pertinence;0
RECIPES_SORTING;2;prix le plus bas;0
RECIPES_SORTING;3;meilleure note;0
RECIPES_TAGS_NAMES;0;Noël;0
RECIPES_TAGS_NAMES;1;Brunch;0
RECIPES_TAGS_NAMES;2;Mariage;0
RECIPES_TAGS_NAMES;3;Anniversaire;0
RECIPES_TAGS_NAMES;4;Thanksgiving;0
RECIPES_TAGS_NAMES;5;Poulet;0
RECIPES_TAGS_NAMES;6;Barbecue;0
RECIPES_TAGS_NAMES;7;Enfant;0
RECIPES_TAGS_NAMES;8;Porc;0
RECIPES_TAGS_NAMES;9;Boeuf;0
RECIPES_TAGS_NAMES;10;Gâteau;0
RECIPES_TAGS_NAMES;11;Pâtes;0
RECIPES_TAGS_NAMES;12;Fruits de mer;0
RECIPES_TAGS_NAMES;13;Fruits;0
RECIPES_TAGS_NAMES;14;Africain;0
RECIPES_TAGS_NAMES;15;Asiatique;0
RECIPES_TAGS_NAMES;16;Italien;0
RECIPES_TAGS_NAMES;17;Australien;0
RECIPES_TAGS_NAMES;18;Neozélandais;0
RECIPES_TAGS_NAMES;19;Européen;0
RECIPES_TAGS_NAMES;20;Tunisien;0
RECIPES_TAGS_NAMES;21;Indien;0
RECIPES_TAGS_NAMES;22;Mexicain;0
RECIPES_TAGS_NAMES;23;Moyen-oriental;0
RECIPES_TAGS_NAMES;24;Scandinave;0
RECIPES_TAGS_NAMES;25;Sud-américaine;0
RECIPES_TAGS_NAMES;26;Suisse;0
RECIPES_TAGS_NAMES;27;Thaï;0
RECIPES_TAGS_NAMES;28;Chinois;0
RECIPES_TAGS_NAMES;29;Français;0
RECIPES_TAGS_NAMES;30;Russe;0
RECIPES_TAGS_NAMES;31;Libanais;0
RECIPES_TAGS_NAMES;32;Espagnole;0
RECIPES_TAGS_NAMES;33;Marocaine;0
RECIPES_TAGS_NAMES;34; Belge;0
RECIPES_TAGS_NAMES;35;Grecque;0
RECIPES_TAGS_NAMES;36;Japonais;0
RECIPES_TAGS_NAMES;37;Américains;0
RECIPES_TAGS_NAMES;38;05.mai;0
RECIPES_TAGS_NAMES;39;Pâques;0
RECIPES_TAGS_NAMES;40;Halloween;0
RECIPES_TAGS_NAMES;41;1er Aout;0
RECIPES_TAGS_NAMES;42;04.juil;0
RECIPES_TAGS_NAMES;43;Hanukkah;0
RECIPES_TAGS_NAMES;44;Nouvel an;0
RECIPES_TAGS_NAMES;45;Fête des mères;0
RECIPES_TAGS_NAMES;46;Fête des pères;0
RECIPES_TAGS_NAMES;47;Ramadan;0
RECIPES_TAGS_NAMES;48;Saint Valentin;0
RECIPES_TAGS_NAMES;49;Saint Patrick;0
RECIPES_TAGS_NAMES;50;Poisson;0
RECIPES_TAGS_NAMES;51;Viande;0
RECIPES_TAGS_NAMES;52;Salade;0
RECIPES_TAGS_NAMES;53;Chocolat;0
RECIPES_TAGS_NAMES;54;Légère;0
RECIPES_TAGS_NAMES;55;Débutant;0
RECIPES_TAGS_NAMES;56;Flemme;0
RECIPES_TAGS_NAMES;57;Buffet;0
RECIPES_TAGS_NAMES;58;Verrine;0
RECIPES_TAGS_NAMES;59;Mardi Gras;0
RECIPES_TAGS_NAMES;60;Pique-nique;0
RECIPES_TAGS_NAMES;61;Sandwich;0
RECIPES_TAGS_NAMES;62;Vinaigrette;0
RECIPES_TAGS_NAMES;63;Soupe;0
RECIPES_TAGS_NAMES;64;Sauce;0
RECIPES_TAGS_NAMES;65;Rôti;0
RECIPES_TAGS_NAMES;66;Poché;0
RECIPES_TAGS_NAMES;67;Mijoteuse;0
RECIPES_TAGS_NAMES;68;Au four;0
RECIPES_TAGS_NAMES;69;En ragoût;0
RECIPES_TAGS_NAMES;70;Riche en fibres;0
RECIPES_TAGS_NAMES;71;Faible teneur en gras;0
RECIPES_TAGS_NAMES;72;Sans gluten;0
RECIPES_TAGS_NAMES;73;Sauter;0
RECIPES_TAGS_NAMES;74;Cru;0
RECIPES_TAGS_NAMES;75;Ete;0
RECIPES_THEMES_NAMES;0;rapides et délicieuses;1
RECIPES_THEMES_NAMES;1;végétariennes express;1
RECIPES_THEMES_NAMES;2;saines et pas chères;1
RECIPES_THEMES_NAMES;3;faciles et rapides;1
RECIPES_THEMES_NAMES;4;recettes express;1
RECIPES_THEMES_NAMES;5;plaisirs sucrés;1
RECIPES_THEMES_NAMES;6;brunch;1
RECIPES_THEMES_NAMES;7;recettes étoilées;1
RECIPES_THEMES_TEXT;0;Pas d'idée ?;0
RECIPES_THEMES_TEXT;1;Des idées pour commencer;0
RECIPES_THEMES_TEXT;2;Recherche thématique;0
RECIPES_TRANSLATE_TEXT;0;Aucune langue disponible pour cette recette;0
